cover_url,category,category_id,title,price,provider,author,publisher,published_year,size,pages,cover_type,summary
https://cdn1.fahasa.com/media/catalog/product/8/9/8935244874389.jpg,Thiếu nhi,1,Lược Sử Nước Việt Bằng Tranh (Tái Bản 2024),112000,Nhà Xuất Bản Kim Đồng,"Tạ Huy Long, Dương Trung Quốc, Hiếu Minh, Huyền Trang",Kim Đồng,2024,30 x 18 x 0.4 cm,96,Bìa Mềm,"Lịch sử, Lạc Long Quân, Âu Cơ, huyền tích, biến cố, dân tộc, dòng chảy."
https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-tr_c-manifest_1_2_1_2.jpg,Tâm lý - Kỹ năng sống,5,"Sách Manifest 7 Bước Để Thay Đổi  Có Chữ Ký, Nhập Môn, Thịnh Vượng, Ước Mơ, Tiền Bạc, Toàn Diện, Tình Yêu, Đỉnh Cao",68530,AZ Việt Nam,Roxie Nafousi,Thế Giới,2023,20.5 x 14 x 1 cm,200,Bìa Mềm,"Manifest, thay đổi cuộc đời, tự làm chủ, phát triển bản thân, yêu bản thân, mục tiêu, cuộc sống viên mãn, Roxie Nafousi, 7 bước, khoa học, sự thông thái."
https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-in-g_c-nh_-c_-n_ng.jpg,Văn học,3,"Sách Tô Màu Capybara, Babythree",55760,Megabook,Little Rainbow,Thanh Niên,2024,26.5 x 19 x 0.3 cm,64,Bìa Mềm,"Góc Nhỏ Có Nắng, tô màu, thư giãn, chữa lành, sáng tạo, giấy dày, mịn, đẹp, trải nghiệm tô màu."
https://cdn1.fahasa.com/media/catalog/product/c/h/chiasetutraitim-bia.jpg,Lịch Sử - Địa Lý - Tôn Giáo,8,Chia Sẻ Từ Trái Tim (Thích Pháp Hòa),129360,FIRST NEWS,Thích Pháp Hòa,Dân Trí,2024,20.5 x 14.5 x 1.6 cm,328,Bìa Mềm,"Chia sẻ từ trái tim, Sa Môn Thích Pháp Hòa, đạo Phật, nhân quả, Phật pháp, tu tập, thiền sư Thích Nhất Hạnh, Làng Mai, tu viện Trúc Lâm, tu viện Tây Thiên, YouTube, Phật tử, hải ngoại, Việt Nam, chân tu, hữu xạ tự nhiên hương, thân giáo, khẩu giáo, dung dị, gần gũi, khiêm cung, uy lực, bài pháp vô ngôn, lối tiếp cận, kể chuyện, dung dị, hóm hỉnh, chất giọng Nam bộ, kinh điển Đại thừa, Nguyên thủy, tư tưởng, giáo pháp, đức Phật, gốc rễ, lạc lối, mê cung, giáo lý, kinh luận, hoan hỉ, giản dị, từ bi, đại chúng, đệ tử, chùa, cuộc sống thường nhật, lạc quan, khổ, tâm độ lượng, thành tựu, tầm nhìn, tư duy, ăn nói, hiện tại, quá khứ, tương lai, chánh niệm, mây, nắng, trăng, tâm mình, ánh trăng, giận, im lặng, tu theo Phật, tâm sáng, tĩnh, nhận ra, sống đơn giản, lòng tri ân"
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Tâm lý - Kỹ năng sống,5,38 Bức Thư Rockefeller Viết Cho Con Trai,64860,CÔNG TY CỔ PHẦN SBOOKS,Thanh Hương,Văn Học,2023,20.5 x 15 x 1.3 cm,268,Bìa Mềm,"Tâm hồn, tinh thần, nuôi dưỡng, phong phú, trống rỗng, buồn tẻ, trầm cảm, thất bại, u sầu, nuôi dưỡng tâm hồn, Rockefeller, thư từ, cuộc đời, hạnh phúc, thịnh vượng."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_36793.jpg,Văn học,3,Nhà Giả Kim (Tái Bản 2020),64780,Nhã Nam,Paulo Coelho,NXB Hội Nhà Văn,2020,20.5 x 13 cm,227,Bìa Mềm,"Nhà Giả Kim, Paulo Coelho, Lê Chu Cầu, hành trình tìm kiếm, kho báu, giấc mơ, định mệnh, triết lý, cuộc sống, hạnh phúc, hòa hợp, vũ trụ, con người, đam mê, ước mơ, lòng trung thành, tình bạn, lòng dũng cảm, sự hy sinh, giá trị cuộc sống, sách bán chạy nhất, mục đích sống."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935278607311.jpg,Lịch Sử - Địa Lý - Tôn Giáo,8,Bồ Tát Tại Gia - Bồ Tát Xuất Gia (Tái Bản 2024),84700,Saigon Books,Thích Nhất Hạnh,Thế Giới,2022,20.5 x 13 cm x 1.2,224,Bìa Mềm,"Cuộc đời, sinh, diệt, hư vô, vĩnh cửu, sợ hãi, giải thoát, tự do, thiền, thinh lặng, nhân hậu, từ bi, tri kiến, sống, chết, ý niệm, hiểu biết, vô minh, ảo tưởng, Thiền sư Thích Nhất Hạnh, Không diệt Không sinh, Đừng sợ hãi."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935325006289.jpg,Văn học,3,"Sách Tô Màu Bình Yên, Tiệm Bánh",70400,Skybooks,Kulzsc,NXB Phụ Nữ Việt Nam,2022,24 x 19 x 0.4 cm,96,Bìa Mềm,"Tô Bình Yên Vẽ Hạnh Phúc, Kulzsc, Phải lòng với cô đơn, sách tản văn, sách tô màu, hạnh phúc, bình yên, thư giãn, giảm stress, tô màu, chữa lành, vitamin hạnh phúc."
https://cdn1.fahasa.com/media/catalog/product/z/4/z4118763446785_cf4bc22d353b065bbb37e686de1f9207.jpg,Tâm lý - Kỹ năng sống,5,Hiểu Về Trái Tim (Tái Bản 2023),137460,FIRST NEWS,Minh Niệm,Tổng Hợp TPHCM,2023,20.5 x 13 x 2.5 cm,479,Bìa Mềm,"Hiểu về trái tim, thiền sư Minh Niệm, cảm xúc, tâm hồn, hạnh phúc, khổ đau, tình yêu, tức giận, ghen tuông, ích kỷ, tham vọng, thành thật, nghi ngờ, lo lắng, buông xả, thảnh thơi, bình yên, cô đơn, ái ngữ, lắng nghe, tâm lý trị liệu, Phật giáo, Thiền nguyên thủy Vipassana, Understanding Meditation, Hạt Giống Tâm Hồn, từ thiện, trẻ em khó khăn, tổn thương, nổi đau, chữa lành, hạnh phúc, yêu thương."
https://cdn1.fahasa.com/media/catalog/product/9/9/999-l_-th_-g_i-cho-ch_nh-m_nh-_-t_-m_u-cu_c-s_ng.jpg,Văn học,3,"Sách Tô Màu Ký Ức, Chữa Lành Tâm Hồn",76230,AZ Việt Nam,"Miêu Công Tử, Hà Trang (Tahtag)",Thanh Niên,2023,24 x 19 x 0.5 cm,104,Bìa Mềm,"Lá thư, cuộc sống, sắc màu, bình dị, thường nhật, nhịp sống, vội vã, bộn bề, âu lo, khám phá, vẻ đẹp, vạn vật, nhỏ nhặt, đáng quý, đáng yêu, 999 lá thư gửi cho chính mình, Tô màu cuộc sống, hạnh phúc, ngọt ngào, lá thư ý nghĩa, bức tranh sinh động, giấc mơ, thăng hoa, khoảnh khắc, đời thường, rực rỡ, lộng lẫy, gam màu ấm áp, tươi vui, bất an, chữa lành, muôn màu muôn vẻ, tươi trẻ, nhiệt huyết, ánh ban mai, vui sống."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_41170.jpg,Văn học,3,Trường Ca Achilles,127920,Nhà Xuất Bản Kim Đồng,Madeline Miller,NXB Kim Đồng,2020,22.5 x 14 cm,444,Bìa Mềm,"Trường Ca Achilles, Madeline Miller, Iliad, Achilles, Patroclus, tình yêu, bi kịch, sử thi Hy Lạp, huyền thoại, chiến tranh, danh vọng, số phận, lãng mạn, Jack Frogg, dịch giả, Orange Prize, Women's Prize, tiểu thuyết, sử thi hiện đại, thần thoại Hy Lạp, best-seller quốc tế."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Thiếu nhi,1,100 Kỹ Năng Sinh Tồn,64350,Đinh Tị,Clint Emerson,NXB Thanh Niên,2020,24 x 16 x 0.5 cm,272,Bìa Mềm,"Kỹ năng sinh tồn, đặc vụ SEAL, Clint Emerson, 100 kỹ năng sinh tồn, phòng ngừa bạo lực, ứng phó khủng hoảng, tự vệ, an toàn cá nhân, an toàn gia đình, thoát hiểm, hỏa hoạn, dịch bệnh, du lịch an toàn."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_217480.jpg,Văn học,3,Cây Cam Ngọt Của Tôi,88560,Nhã Nam,José Mauro de Vasconcelos,NXB Hội Nhà Văn,2020,20 x 14.5 cm,244,Bìa Mềm,"Cây Cam Ngọt Của Tôi, José Mauro de Vasconcelos, tuổi thơ, tình thương, lạc lõng, Brazil, văn học, Nguyễn Lê Minh, dịch giả, Zezé, nghèo khó, tình yêu thương, mất mát, giá trị tuổi thơ, đồng cảm, nỗi đau, hy vọng, lòng trắc ẩn, quan tâm, vẻ đẹp cuộc sống, giản dị, thiếu lòng yêu thương, khốn khổ, văn học châu Mỹ Latin, bán chạy, suy ngẫm, trân trọng tuổi thơ."
https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-1-tr_n-l_n-m_i-nh_-_-kh_c-2.jpg,Văn học,3,Trốn Lên Mái Nhà Để Khóc - Tặng Kèm Bookmark,76000,Skybooks,Lam,Dân Trí,2023,20 x 12 x 1 cm,208,Bìa Mềm,"Trốn Lên Mái Nhà Để Khóc, cảm xúc, ký ức, nỗi buồn, tuổi thơ, hành trình trưởng thành, tâm hồn, sự đồng điệu, mái nhà, gia đình, tình thân, lạc lõng, cô đơn, kiên cường."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Văn học,3,Lén Nhặt Chuyện Đời,44200,CÔNG TY CỔ PHẦN SBOOKS,Mộc Trầm,Thế Giới,2022,20 x 13 x 1.1 cm,213,Bìa Mềm,"Pandora, Thần thoại Hy Lạp, Per Enevoldsen, Lén Nhặt Chuyện Đời, charm, ký ức, cuộc đời, tuổi trẻ, gia đình, tình yêu, người tu sĩ, thơ, tâm sự, chân lý, vết thương, ký ức thời vụng dại, Từ Quang, gia đình, thanh xuân, sợi Pandora."
https://cdn1.fahasa.com/media/catalog/product/8/9/8936067605693.jpg,Tâm lý - Kỹ năng sống,5,Khéo Ăn Nói Sẽ Có Được Thiên Hạ (Tái Bản 2022),96200,Minh Long,Trác Nhã,Văn Học,2022,20.5 x 14.5 cm,404,Bìa Mềm,"Kĩ năng giao tiếp, ăn nói khéo léo, xây dựng mối quan hệ, thành công, tự tin, giao tiếp hiệu quả, ngôn ngữ thân thiện, tâm lý đề phòng, khoảng cách giữa hai bên, tin tưởng, giúp đỡ, kinh nghiệm quý báu, mở lời trò chuyện, người ngại giao tiếp, lời khen chân thành, đặt câu hỏi đúng thời điểm, tranh luận, hiệu quả giao tiếp."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_244718_1_4401.jpg,Tâm lý - Kỹ năng sống,5,Flow - Dòng Chảy,182400,FIRST NEWS,Mihaly Csikszentmihalyi,NXB Dân Trí,2021,20.5 x 14.5 cm,552,Bìa Mềm,"Dòng chảy, Flow, Mihaly Csikszentmihalyi, trạng thái dòng chảy, trải nghiệm tối ưu, hạnh phúc, tập trung, hiệu suất, tâm lý học, entropy tâm thần, trật tự trong ý thức, sự thưởng thức, trải nghiệm có mục đích tự thân, Deep Work, Thinking, Fast and Slow, Cal Newport, Daniel Kahneman."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Lịch Sử - Địa Lý - Tôn Giáo,8,Nexus - Lược Sử Của Những Mạng Lưới Thông Tin Từ Thời Đại Đồ Đá Đến Trí Tuệ Nhân Tạo,260000,Alpha Books,Yuval Noah Harari,Thế Giới,2024,24 x 16 x 2.7 cm,552,Bìa Mềm,"Nexus, Yuval Noah Harari, Kỷ nguyên thông tin, trí tuệ nhân tạo, mạng lưới thông tin, lịch sử loài người, Sapiens, Homo Deus, thông tin sai lệch, AI, chủ nghĩa dân túy, quan liêu, huyền thoại, quyền lực, Đế chế La Mã, Giáo hội Công giáo, cách mạng thông tin, tương lai, sự thay đổi, lịch sử, quyết định, lựa chọn, tồn tại, phát triển, nền dân chủ, nền độc tài, máy tính, thuật toán, mạng xã hội, camera giám sát, tin giả, công nghệ, tài sản, trí tuệ, quyền lực, sự thật, thông tin, lịch sử loài người, tương lai, sự sống, tiến hóa, trí tuệ nhân tạo, mạng lưới thông tin, quyết định, lựa chọn, tồn tại, phát triển."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935280500761_1_1.jpg,Tâm lý - Kỹ năng sống,5,Đúng Việc - Một Góc Nhìn Về Câu Chuyện Khai Minh - Bìa Cứng (Tái Bản 2023),96250,Viện Quản lý PACE,Giản Tư Trung,Tri Thức,2023,20 x 12 x 2.2 cm,328,Bìa Cứng,"Đúng Việc, Khai Minh, Đổi Thay, Cách Mạng, Đạo Sống, Đạo Dân, Đạo Nghề, Tự Thấu Hiểu, Chân Lý, Lựa Chọn, Tự Do, Công Dân, Trí Thức, Lãnh Đạo, Doanh Nhân, Phát Triển Bản Thân, Tìm Ra Chính Mình."
https://cdn1.fahasa.com/media/catalog/product/b/i/bia-1_6_6.jpg,Thiếu nhi,1,Hoàng Tử Bé (Song Ngữ Việt-Anh),60830,Công ty TNHH Sách Hà Giang,Antoine de Saint-Exupéry,Văn Học,2023,20.5 x 14 x 1 cm,200,Bìa Mềm,"Hoàng Tử Bé, Antoine de Saint-exupéry, tiểu thuyết kinh điển, Sa-ha-ra, Tình bạn, tình yêu thương, triết lý nhân sinh, Le Petit Prince, Kinh Thánh, truyện tranh, song ngữ Anh Việt, học tiếng Anh, EQ, IQ, Harry Potter, top 100 cuốn sách hay nhất thế kỷ XX, Katherine Wood, bản dịch, học tiếng Anh, trí thông minh cảm xúc."
https://cdn1.fahasa.com/media/catalog/product/b/i/biaao-01.jpg,Khoa học kỹ thuật,9,Sao Chúng Ta Lại Ngủ - Why We SLeep,186750,Hải Đăng,Matthew Walker,NXB Lao Động,2019,15.5 x 23.5 cm,488,Bìa Mềm,"Giấc ngủ, khoa học giấc ngủ, sức khỏe, tuổi thọ, Matthew Walker, khoa học thần kinh, tâm lý học, giấc mơ, sức mạnh biến đổi, cuộc sống tốt đẹp."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786044834535-2.jpg,Khoa học kỹ thuật,9,Tăng Cường Tin Học Quốc Tế - IC3-GS6 Level 1 - Digital Literacy (Tái Bản 2024),73800,Bộ Phận SX-XB Cty Fahasa,IIG Viet Nam,Tổng Hợp Thành Phố Hồ Chí Minh,2024,27.5 x 20.5 x 0.7 cm,104,Bìa Mềm,"Tin học Quốc tế, IC3-GS6 Level 1, giáo trình Tin học Quốc tế, IIG Vietnam, chứng chỉ quốc tế, chương trình Tin học Quốc gia."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935235241015.jpg,Tiểu Sử Hồi Ký,12,Thư Cho Em,112000,Nhã Nam,Hoàng Nam Tiến,Hội Nhà Văn,2024,20.5 x 14 x 1.5 cm,312,Bìa Mềm,"Thư Cho Em, Hoàng Đan, Nguyễn Thị An Vinh, chiến thắng Điện Biên Phủ, Khe Sanh, Quảng Trị, Sài Gòn, biên giới phía Bắc, lá thư, tình yêu, Hoàng Nam Tiến, thời đại anh hùng, lãng mạn."
https://cdn1.fahasa.com/media/catalog/product/g/i/giaithichnguphapta-tb2024_bia1.jpg,Sách học ngoại ngữ,6,Giải Thích Ngữ Pháp Tiếng Anh (Tái Bản 2024),154000,ZenBooks,"Mai Lan Hương, Hà Thanh Uyên",Đà Nẵng,2021,24 x 17 x 2.5 cm,560,Bìa Mềm,"Ngữ pháp Tiếng Anh, chủ điểm ngữ pháp, bài tập, đáp án, củng cố kiến thức, kiểm tra kết quả, sách Giải Thích Ngữ Pháp Tiếng Anh, Mai Lan Hương, Hà Thanh Uyên, 9 chương, trình độ, lý thuyết, ôn tập, nâng cao trình độ."
https://cdn1.fahasa.com/media/catalog/product/8/9/8936225390027.jpg,Tâm lý - Kỹ năng sống,5,"Stop Overthinking - Sống Tự Do, Không Âu Lo - 7 Bước Loại Bỏ Suy Nghĩ Tiêu Cực Và Bắt Đầu Suy Nghĩ Tích Cực",73150,Tác giả,"Chase Hill, Scott Sharp",Dân Trí,2024,20.5 x 15 x 1 cm,203,Bìa Mềm,"Suy nghĩ quá nhiều, lo lắng, tự nghi ngờ, căng thẳng, suy nghĩ tiêu cực, tư duy tích cực, lạc quan, tự tin, lòng tự trọng, hạnh phúc, viên mãn, cẩm nang, hướng dẫn thực tiễn, chuyên gia tâm lý, sức khỏe tinh thần, cuộc sống trọn vẹn, Stop Overthinking, Sống Tự Do, Không Âu Lo."
https://cdn1.fahasa.com/media/catalog/product/4/c/4ceb6ba3bd81614df8ff4c1411b11f59.jpg,Tâm lý - Kỹ năng sống,5,Yêu Những Điều Không Hoàn Hảo,113980,Nhã Nam,Hae Min,NXB Thế Giới,2018,14 x 20.5,295,Bìa Mềm,"Yêu, không hoàn hảo, cuộc sống, thiếu sót, mâu thuẫn, tổn thương, tội lỗi, hối hận, yêu thương, trân trọng, mỉa mai, căm ghét, dũng khí, chữa lành, yêu bản thân, tuyệt vọng, khoảng lặng."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935086855737.jpg,Tiểu Sử Hồi Ký,12,Điệp Viên Hoàn Hảo X6 - Phạm Xuân Ẩn,142400,FIRST NEWS,Larry Berman,NXB Dân Trí,2022,24 x 16 x 0.9 cm,392,Bìa Mềm,"Điệp Viên Hoàn Hảo X6, Phạm Xuân Ẩn, Larry Berman, Sáu năm sau, hồi tưởng, hàn gắn, lòng trung thành, đất nước, bạn bè, ấn bản mới, bản dịch mới, First News, Trí Việt, Thu Nhàn, thiếu tướng, bức thư xúc động."
https://cdn1.fahasa.com/media/catalog/product/c/o/con-_ng-chuy_n-h_a--1.jpg,Lịch Sử - Địa Lý - Tôn Giáo,8,Con Đường Chuyển Hoá - Sa Môn Thích Pháp Hòa,144760,FIRST NEWS,Sa Môn Thích Pháp Hòa,Dân Trí,2024,20.5 x 14.5 x 2.1 cm,432,Bìa Mềm,"Con Đường Chuyển Hoá, Sa Môn Thích Pháp Hòa, Chia sẻ từ trái tim, Phật pháp, giáo lý, đạo Phật, thiền, Tịnh Độ, Bát Chánh đạo, Tứ thần túc, Thất giác chi, chánh niệm, tâm, trí, tu tập, giải thoát, an lạc, Niết bàn, tự lực, tha lực, Tục đế, Chân đế."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935280400733.jpg,Tâm lý - Kỹ năng sống,5,7 Thói Quen Hiệu Quả - The 7 Habits Of Highly Effective People - Bìa Cứng (Tái Bản 2022),192500,Viện Quản lý PACE,Stephen R Covey,Tổng Hợp TPHCM,2022,23 x 15 x 3 cm,531,Bìa Cứng,"7 Thói Quen Hiệu Quả, quản trị, lãnh đạo, hiệu quả, văn hóa hiệu quả, cách sống hiệu quả, Stephen R. Covey, Sean Covey, quản trị bản thân, quản trị tổ chức, phát triển lãnh đạo, kiến tạo văn hóa, tài năng, đạo đức, hiệu quả bền vững, FranklinCovey Education, Quỹ Bridle Up Hope."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786040393708.jpg,Giáo khoa - Tham khảo,2,Global Success - Tiếng Anh 12 - Sách Học Sinh (2024),67200,Cty Phương Nam,"Hoàng Văn Vân, Vũ Hải Hà, Chu Quang Bình, Hoàng Thị Hồng Hải, Nguyễn Thị Kim Phượng",Giáo Dục Việt Nam,2024,28 x 20 x 0.5 cm,155,Bìa Mềm,"Global Success, Tiếng Anh 12, Sách Học Sinh, Chương trình giáo dục phổ thông, Bộ Giáo dục và Đào tạo, Thông tư 32/2018/TT-BGDĐT, giao tiếp, nghe, nói, đọc, viết, ngữ liệu, ngữ âm, từ vựng, ngữ pháp, lấy người học làm trung tâm, tích hợp các kĩ năng, chủ điểm, Cuộc sống của chúng ta, Xã hội của chúng ta, Môi trường của chúng ta, Tương lai của chúng ta, đơn vị bài học, ôn tập, rèn luyện kiến thức ngôn ngữ, phát triển kĩ năng ngôn ngữ, tâm lí lứa tuổi, đặc điểm văn hoá, Việt Nam, nước nói tiếng Anh, thế giới, kiến thức nền, khoa học, đời sống xã hội, lí luận hiện đại, biên soạn sách giáo khoa ngoại ngữ, Tập đoàn xuất bản Giáo dục Pearson."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786040393340.jpg,Giáo khoa - Tham khảo,2,Sách Giáo Khoa Lớp 12 - Chân Trời Sáng Tạo - Chương Trình Chuẩn (Bài Học + Bài Tập),14000,Nhà xuất bản Giáo Dục,Nhiều Tác Giả,Giáo Dục Việt Nam,2024,26.5 x 19 x 0.4 cm,92,Bìa Mềm,"Toán 12, Tập 1, Chân Trời, Chuẩn, giáo dục phổ thông, kiến thức toán học, kĩ năng thực hành, khả năng logic, vận dụng kiến thức."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935244823387.jpg,Thiếu nhi,1,Lược Sử Nước Việt Bằng Tranh - Viet Nam - A Brief History In Pictures - Bìa Cứng (Tái Bản 2019),156800,Nhà Xuất Bản Kim Đồng,"Tạ Huy Long, Dương Trung Quốc, Hiếu Minh, Huyền Trang",Kim Đồng,2019,30 x 24 x 1.5 cm,100,Bìa Cứng,"Lịch sử Việt Nam, Lạc Long Quân, Âu Cơ, biến cố, thăng trầm, dân tộc, dòng sử Việt, quá khứ, hiện tại."
